,Region,Area,Electorate,Pct_Turnout,Valid_Votes,Remain,Leave,Pct_Remain,Pct_Leave
318,Wales,Swansea,172941,69.6,120243,58307,61936,0.48490972447460556,0.5150902755253944
319,Wales,Neath Port Talbot,105766,71.57,75652,32651,43001,0.4315946703325755,0.5684053296674245
320,Wales,Bridgend,104492,71.18,74345,33723,40622,0.453601452686798,0.5463985473132019
321,Wales,Vale of Glamorgan,95011,76.15,72309,36681,35628,0.5072812512965191,0.49271874870348087
322,Wales,Cardiff,243689,69.66,169604,101788,67816,0.6001509398363246,0.3998490601636754
323,Wales,Rhondda Cynon Taf,172890,67.47,116563,53973,62590,0.4630371558727898,0.5369628441272102
324,Wales,Caerphilly,130801,70.74,92473,39178,53295,0.42366961167043354,0.5763303883295665
325,Wales,Blaenau Gwent,51136,68.08,34802,13215,21587,0.37971955634733634,0.6202804436526637
326,Wales,Torfaen,68957,69.86,48144,19363,28781,0.4021892655367232,0.5978107344632768
327,Wales,Monmouthshire,71607,77.74,55630,28061,27569,0.5044220744202769,0.4955779255797232
328,Wales,Newport,104977,70.21,73649,32413,41236,0.4401010197015574,0.5598989802984427
329,Wales,Powys,103270,77.0,79469,36762,42707,0.46259547748178537,0.5374045225182147
330,Wales,Merthyr Tydfil,42855,67.39,28865,12574,16291,0.43561406547722153,0.5643859345227784
331,West Midlands,"Herefordshire, County of",138247,78.36,108270,44148,64122,0.4077583818232197,0.5922416181767802
332,West Midlands,Telford and Wrekin,124338,72.15,89603,32954,56649,0.367777864580427,0.632222135419573
333,West Midlands,Stoke-on-Trent,179010,65.74,117590,36027,81563,0.30637809337528704,0.693621906624713
334,West Midlands,Shropshire,236788,77.42,183153,78987,104166,0.4312623871844851,0.5687376128155149
335,West Midlands,Cannock Chase,75010,71.47,53578,16684,36894,0.3113964686998395,0.6886035313001605
336,West Midlands,East Staffordshire,83558,74.39,62116,22850,39266,0.36786013265503253,0.6321398673449675
337,West Midlands,Lichfield,80369,78.78,63278,26064,37214,0.41189670975694553,0.5881032902430544
338,West Midlands,Newcastle-under-Lyme,92816,74.3,68934,25477,43457,0.36958540052804134,0.6304145994719587
339,West Midlands,South Staffordshire,85777,77.81,66692,23444,43248,0.35152641996041506,0.648473580039585
340,West Midlands,Stafford,99612,77.83,77484,34098,43386,0.44006504568685145,0.5599349543131485
341,West Midlands,Staffordshire Moorlands,79347,75.36,59760,21076,38684,0.3526773761713521,0.6473226238286479
342,West Midlands,Tamworth,56825,74.18,42129,13705,28424,0.3253103562866434,0.6746896437133566
343,West Midlands,North Warwickshire,49790,76.27,37954,12569,25385,0.33116404068082417,0.6688359593191758
344,West Midlands,Nuneaton and Bedworth,93978,74.35,69831,23736,46095,0.339906345319414,0.660093654680586
345,West Midlands,Rugby,74137,79.03,58549,25350,33199,0.4329706741361936,0.5670293258638064
346,West Midlands,Stratford-on-Avon,98014,80.82,79158,38341,40817,0.48436039313777507,0.5156396068622249
347,West Midlands,Warwick,103099,79.22,81618,47976,33642,0.5878115121664339,0.41218848783356615
348,West Midlands,Bromsgrove,74170,79.35,58815,26252,32563,0.4463487205644818,0.5536512794355182
349,West Midlands,Malvern Hills,60217,80.61,48497,23203,25294,0.478441965482401,0.5215580345175991
350,West Midlands,Redditch,61038,75.22,45882,17303,28579,0.37711956758641735,0.6228804324135827
351,West Midlands,Worcester,73516,73.85,54239,25125,29114,0.46322756687992034,0.5367724331200796
352,West Midlands,Wychavon,94497,80.88,76389,32188,44201,0.4213695689169907,0.5786304310830094
353,West Midlands,Wyre Forest,77878,74.05,57632,21240,36392,0.36854525263742366,0.6314547473625763
354,West Midlands,Birmingham,707293,63.81,450702,223451,227251,0.4957843541852488,0.5042156458147512
355,West Midlands,Coventry,221389,69.21,153064,67967,85097,0.444043014686667,0.5559569853133329
356,West Midlands,Dudley,244516,71.71,175226,56780,118446,0.3240386700603792,0.6759613299396209
357,West Midlands,Sandwell,221429,66.58,147254,49004,98250,0.33278552704850123,0.6672144729514987
358,West Midlands,Solihull,160425,76.06,121950,53466,68484,0.43842558425584255,0.5615744157441575
359,West Midlands,Walsall,194729,69.68,135579,43572,92007,0.32137720443431506,0.6786227955656849
360,West Midlands,Wolverhampton,174760,67.54,117936,44138,73798,0.37425383258716594,0.6257461674128341
361,Yorkshire and The Humber,"Kingston upon Hull, City of",180230,62.94,113355,36709,76646,0.32384103039124873,0.6761589696087512
362,Yorkshire and The Humber,East Riding of Yorkshire,266047,74.81,198915,78779,120136,0.3960435361837971,0.6039564638162029
363,Yorkshire and The Humber,North East Lincolnshire,116302,67.94,78982,23797,55185,0.30129649793623864,0.6987035020637614
364,Yorkshire and The Humber,North Lincolnshire,123611,71.92,88862,29947,58915,0.3370056942225023,0.6629943057774977
365,Yorkshire and The Humber,York,155157,70.69,109600,63617,45983,0.5804470802919708,0.4195529197080292
366,Yorkshire and The Humber,Craven,44320,81.02,35891,16930,18961,0.4717059987183416,0.5282940012816584
367,Yorkshire and The Humber,Hambleton,70133,78.45,54982,25480,29502,0.4634243934378524,0.5365756065621476
368,Yorkshire and The Humber,Harrogate,119987,78.89,94585,48211,46374,0.5097108420996986,0.4902891579003013
369,Yorkshire and The Humber,Richmondshire,36794,75.15,27636,11945,15691,0.4322260819221306,0.5677739180778695
370,Yorkshire and The Humber,Ryedale,41529,77.22,32050,14340,17710,0.4474258970358814,0.5525741029641186
371,Yorkshire and The Humber,Scarborough,82900,73.03,60511,22999,37512,0.38007965493877144,0.6199203450612285
372,Yorkshire and The Humber,Selby,65278,79.1,51603,21071,30532,0.40832897312171773,0.5916710268782823
373,Yorkshire and The Humber,Barnsley,175809,69.95,122909,38951,83958,0.31690925806897785,0.6830907419310221
374,Yorkshire and The Humber,Doncaster,217432,69.56,151182,46922,104260,0.3103676363588258,0.6896323636411742
375,Yorkshire and The Humber,Rotherham,197623,69.56,137387,44115,93272,0.32110024965972034,0.6788997503402796
376,Yorkshire and The Humber,Sheffield,396406,67.34,266753,130735,136018,0.49009758090818095,0.509902419091819
377,Yorkshire and The Humber,Bradford,342817,66.72,228488,104575,123913,0.45768267917789995,0.5423173208221
378,Yorkshire and The Humber,Calderdale,149195,71.05,105925,46950,58975,0.44323814019353314,0.5567618598064669
379,Yorkshire and The Humber,Kirklees,307081,70.8,217240,98485,118755,0.4533465291843123,0.5466534708156877
380,Yorkshire and The Humber,Leeds,543033,71.39,387337,194863,192474,0.5030838778634625,0.4969161221365374
381,Yorkshire and The Humber,Wakefield,246096,71.17,175042,58877,116165,0.33635927377429414,0.6636407262257058
